rent_per_month,County,year,Accumulated_Rent_yearly
1065.2790034667064,Monroe,2031,88878.66628765737
1393.993823692256,Monroe,2032,105606.59217196444
706.08972499339,Montgomery,2025,8473.076699920679
690.7679021877084,Montgomery,2026,16762.29152617318
666.1069086334786,Montgomery,2027,24755.574429774922
792.3659624731464,Montgomery,2028,34263.96597945268
786.4340724851517,Montgomery,2029,43701.1748492745
771.1122496797382,Montgomery,2030,52954.52184543136
746.45125612473,Montgomery,2031,61911.93691892811
872.7103099649634,Montgomery,2032,72384.46063850768
2068.014793517044,Nassau,2025,24816.177522204525
2023.249304309964,Nassau,2026,49095.16917392409
1946.8885551098344,Nassau,2027,72457.8318352421
2435.4517442041056,Nassau,2028,101683.25276569137
2422.568539576544,Nassau,2029,130754.0752406099
2377.803050369585,Nassau,2030,159287.71184504492
2301.4423011666595,Nassau,2031,186905.01945904482
2790.005490263118,Nassau,2032,220385.08534220225
2334.5175933788587,New York,2025,28014.211120546304
2411.8377267463748,New York,2026,56956.263841502805
2477.966975592948,New York,2027,86691.86754861817
2710.407745322605,New York,2028,119216.76049248944
2799.0546976098367,New York,2029,152805.41686380748
2876.3748309768844,New York,2030,187321.9148355301
2942.5040798226164,New York,2031,222631.9637934015
3174.9448495531287,New York,2032,260731.30198803905
840.1120071448968,Niagara,2025,10081.344085738761
862.2089928579023,Niagara,2026,20427.85200003359
877.6007646672505,Niagara,2027,30959.061176040595
1005.6124631384952,Niagara,2028,43026.410733702534
1034.4775697494135,Niagara,2029,55440.1415706955
1056.574555462387,Niagara,2030,68119.03623624414
1071.9663272711714,Niagara,2031,80982.6321634982
1199.9780257428845,Niagara,2032,95382.36847241281
824.4120146288905,Oneida,2025,9892.944175546685
827.5150492846561,Oneida,2026,19823.12476696256
821.8166955442003,Oneida,2027,29684.925113492965
970.481941065202,Oneida,2028,41330.708406275386
982.463339236872,Oneida,2029,53120.26847711785
985.5663738926862,Oneida,2030,64947.06496383008
979.868020151462,Oneida,2031,76705.48120564762
1128.5332656730652,Oneida,2032,90247.88039372441
1043.0151104027511,Onondaga,2025,12516.181324833015
1065.0990079975727,Onondaga,2026,25297.369420803887
1079.79278624706,Onondaga,2027,38254.88285576861
1223.712532854269,Onondaga,2028,52939.433250019836
1253.3354649379626,Onondaga,2029,67979.45882927539
1275.4193625320222,Onondaga,2030,83284.49117965966
1290.1131407807354,Onondaga,2031,98765.84886902849
1434.0328873892254,Onondaga,2032,115974.24351769919
959.40073787084,Ontario,2025,11512.808854450079
928.114997157812,Ontario,2026,22650.18882034382
878.8247786258792,Ontario,2027,33196.08616385437
1152.0739064241393,Ontario,2028,47020.973040944045
1138.933551749525,Ontario,2029,60688.175661938345
1107.6478110367902,Ontario,2030,73979.94939437983
1058.3575925032458,Ontario,2031,86680.24050441878
1331.6067203027026,Ontario,2032,102659.52114805121
1379.7277730750736,Orange,2025,16556.733276900883
1306.745462474144,Orange,2026,32237.67882659061
1197.5611555942269,Orange,2027,46608.41269372133
1708.074764454699,Orange,2028,67105.30986717771
1671.5694293713802,Orange,2029,87164.14301963427
1598.5871187723628,Orange,2030,106347.18844490263
1489.4028118891256,Orange,2031,124220.02218757213
1999.9164207515275,Orange,2032,148219.01923659045
738.4805948005625,Orleans,2025,8861.76713760675
745.2028410813263,Orleans,2026,17804.201230582665
746.2981457340798,Orleans,2027,26759.778979391624
836.3010637793398,Orleans,2028,36795.3917447437
848.6960053774823,Orleans,2029,46979.74380927348
855.4182516582537,Orleans,2030,57244.76282917253
856.5135563105534,Orleans,2031,67522.92550489918
946.5164743561884,Orleans,2032,78881.12319717344
861.0655874705633,Oswego,2025,10332.787049646759
876.2599325551624,Oswego,2026,20847.90624030871
886.2044559255169,Oswego,2027,31482.35971141491
992.5885364936048,Oswego,2028,43393.42214933816
1013.104998191444,Oswego,2029,55550.68212763549
1028.2993432758483,Oswego,2030,67890.27424694567
1038.2438666457392,Oswego,2031,80349.20064669455
1144.6279472142485,Oswego,2032,94084.73601326553
833.6037358003412,Otsego,2025,10003.244829604093
824.2918953059858,Otsego,2026,19894.747573275923
804.827935176584,Otsego,2027,29552.682795394932
976.7321823187588,Otsego,2028,41273.46898322004
977.6618580809557,Otsego,2029,53005.4112801915
968.3500175867248,Otsego,2030,64625.6114912322
948.8860574563852,Otsego,2031,76012.24418070882
1120.790304599255,Otsego,2032,89461.72783589987
1879.790820594643,Putnam,2025,22557.489847135716
1881.82670455136,Putnam,2026,45139.41030175204
1854.2456447007776,Putnam,2027,67390.35803816137
2298.3422746834217,Putnam,2028,94970.46533436244
2330.1283938240185,Putnam,2029,122932.00606025066
2332.164277781807,Putnam,2030,150917.97739363235
2304.5832179287654,Putnam,2031,178572.97600877754
2748.6798479131417,Putnam,2032,211557.13418373524
1922.2582577544893,Queens,2025,23067.099093053872
1934.0089520638048,Queens,2026,46275.20651781953
1929.093056271917,Queens,2027,69424.32319308254
2218.700091308286,Queens,2028,96048.72428878197
2247.283409933653,Queens,2029,123016.12520798581
2259.03410424288,Queens,2030,150124.53445890037
2254.1182084495395,Queens,2031,177173.95296029485
2543.7252434870948,Queens,2032,207698.65588213998
1103.169924349227,Rensselaer,2025,13238.039092190724
1094.4701900611735,Rensselaer,2026,26371.681372924806
1070.5494989178917,Rensselaer,2027,39218.27535993951
1320.032125055429,Rensselaer,2028,55058.66086060466
1326.7603516252957,Rensselaer,2029,70979.78508010821
1318.0606173361186,Rensselaer,2030,86796.51248814163
1294.139926192035,Rensselaer,2031,102326.19160244605
1543.6225523302032,Rensselaer,2032,120849.66223040849
1654.840735066181,Richmond,2025,19858.08882079417
1668.8839470911844,Richmond,2026,39884.69618588839
1665.151592632834,Richmond,2027,59866.5152974824
1964.6712468108408,Richmond,2028,83442.57025921249
1996.6161146145664,Richmond,2029,107401.96363458729
2010.659326644888,Richmond,2030,131529.87555432593
2006.9269721806832,Richmond,2031,155612.99922049412
2306.4466263646486,Richmond,2032,183290.3587368699
1673.3401026476377,Rockland,2025,20080.08123177165
1619.963349450016,Rockland,2026,39519.641425171845
1536.178753087555,Rockland,2027,57953.7864622225
1986.9482968097889,Rockland,2028,81797.16602393996
1964.40934467869,Rockland,2029,105370.07816008425
1911.0325914803252,Rockland,2030,128302.46925784815
1827.2479951143705,Rockland,2031,150229.4451992206
2278.017538840164,Rockland,2032,177565.65566530256
1249.4162768713368,Saratoga,2025,14992.995322456041
1240.9468489820504,Saratoga,2026,29884.357510240647
1218.3573896686291,Saratoga,2027,44504.646186264195
1433.9800371643664,Saratoga,2028,61712.40663223659
1439.6525934420326,Saratoga,2029,78988.23775354098
1431.183165552634,Saratoga,2030,96162.43574017259
1408.593706239527,Saratoga,2031,113065.5602150469
1624.2163537344943,Saratoga,2032,132556.15645986085
1070.29276457173,Schenectady,2025,12843.51317486076
1089.629795346675,Schenectady,2026,25919.070719020863
1101.650381620044,Schenectady,2027,39138.8752984614
1244.420914033867,Schenectady,2028,54071.9262668678
1271.1470015719642,Schenectady,2029,69325.69028573137
1290.4840323468816,Schenectady,2030,84811.49867389395
1302.5046186196073,Schenectady,2031,100441.55409732924
1445.275151033949,Schenectady,2032,117784.85590973662
833.7210253137249,Schoharie,2025,10004.652303764698
839.5085720071843,Schoharie,2026,20078.75516785091
837.75560137503,Schoharie,2027,30131.82238435127
955.0382436740484,Schoharie,2028,41592.28130843985
968.4842622687528,Schoharie,2029,53214.09245566488
974.2718089606544,Schoharie,2030,64905.35416319274
972.518838327324,Schoharie,2031,76575.58022312063
1089.8014806275817,Schoharie,2032,89653.19799065162
715.7710244655028,Schuyler,2025,8589.252293586034
733.843085374935,Schuyler,2026,17395.369318085253
752.2921869825259,Schuyler,2027,26422.875561875564
762.5768552868998,Schuyler,2028,35573.79782531836
780.2669763785557,Schuyler,2029,44937.00154186103
798.3390372879933,Schuyler,2030,54517.06998931695
816.7881388956246,Schuyler,2031,64318.52765606444
827.0728071999636,Schuyler,2032,74243.401342464
809.9947659876872,Seneca,2025,9719.937191852247
803.0752032317173,Seneca,2026,19356.839630632854
785.7807003545782,Seneca,2027,28786.208034887793
932.2078464407368,Seneca,2028,39972.702192176635
935.8218952596984,Seneca,2029,51202.56493529302
928.9023325029598,Seneca,2030,62349.39292532854
911.6078296246336,Seneca,2031,73288.68688082414
1058.0349757118086,Seneca,2032,85985.10658936584
685.7192344631369,St. Lawrence,2025,8228.630813557644
670.4867229302491,St. Lawrence,2026,16274.471488720634
645.6871578398791,St. Lawrence,2027,24022.717382799183
800.9747248325513,St. Lawrence,2028,33634.4140807898
795.2158046378756,St. Lawrence,2029,43177.00373644431
779.9832931065044,St. Lawrence,2030,52536.80325372236
755.1837280157499,St. Lawrence,2031,61599.00798991136
910.471295008054,St. Lawrence,2032,72524.66353000801
853.6961012111485,Steuben,2025,10244.353214533781
900.3926630680662,Steuben,2026,21049.065171350576
946.4391181008604,Steuben,2027,32406.3345885609
1009.110720143026,Steuben,2028,44515.66323027721
1056.328340398295,Steuben,2029,57191.60331505675
1103.024902256397,Steuben,2030,70427.90214213352
1149.0713572897473,Steuben,2031,84216.75842961049
1211.7429593308152,Steuben,2032,98757.67394158027
2033.6521788180528,Suffolk,2025,24403.826145816634
1930.7714476875467,Suffolk,2026,47573.0835180672
1775.415284403156,Suffolk,2027,68878.06693090507
2493.463347147338,Suffolk,2028,98799.62709667312
2443.5483359694026,Suffolk,2029,128122.20712830595
2340.667604839812,Suffolk,2030,156210.2183863837
2185.3114415505506,Suffolk,2031,182433.9556849903
2903.35950429876,Suffolk,2032,217274.26973657543
915.1343507149604,Sullivan,2025,10981.612208579525
895.7220275132221,Sullivan,2026,21730.276538738188
863.1242752979798,Sullivan,2027,32087.767842313944
1058.0406083424557,Sullivan,2028,44784.25514242341
1051.922502006077,Sullivan,2029,57407.32516649633
1032.5101788044467,Sullivan,2030,69797.44731214968
999.9124265880694,Sullivan,2031,81796.39643120652
1194.8287596334312,Sullivan,2032,96134.3415468077
821.896538681766,Tioga,2025,9862.758464181192
825.3901427802956,Tioga,2026,19767.44017754474
821.5121611686984,Tioga,2027,29625.586111569122
951.3513951386408,Tioga,2028,41041.80285323281
962.2802723455992,Tioga,2029,52589.166121379996
965.7738764442004,Tioga,2030,64178.4526387104
961.895894831942,Tioga,2031,75721.20337669371
1091.7351288023865,Tioga,2032,88822.02492232235
1251.241742786949,Tompkins,2025,15014.900913443389
1221.0828002303776,Tompkins,2026,29667.894516207918
1173.3972411165123,Tompkins,2027,43748.661409606066
1445.919690724259,Tompkins,2028,61099.697698297176
1433.3981334764003,Tompkins,2029,78300.47530001398
1403.239190920396,Tompkins,2030,95139.34559105872
1355.5536318049294,Tompkins,2031,111405.98917271788
1628.076081413771,Tompkins,2032,130942.90214968313
1235.4038940457028,Ulster,2025,14824.846728548433
1230.0899112152222,Ulster,2026,29585.9256631311
1207.8358199838124,Ulster,2027,44079.95550293685
1472.7720000794734,Ulster,2028,61753.219503890534
1484.555257751619,Ulster,2029,79567.88259690996
1479.2412749210844,Ulster,2030,97318.77789596296
1456.987183688245,Ulster,2031,114802.6241002219
1721.923363785087,Ulster,2032,135465.70446564295
1056.4993161909094,Warren,2025,12677.991794290912
1098.3495263921425,Warren,2026,25858.186110996623
1140.1085822797688,Warren,2027,39539.48909835385
1186.3313279044246,Warren,2028,53775.46503320694
1228.2875991599303,Warren,2029,68514.91622312611
1270.137809361048,Warren,2030,83756.56993545868
1311.8968652486635,Warren,2031,99499.33231844264
1358.1196108733534,Warren,2032,115796.76764892288
860.1352085123602,Washington,2025,10321.622502148322
847.8791007933357,Washington,2026,20496.17171166835
825.2456681483301,Washington,2027,30399.119729448314
988.820777794186,Washington,2028,42264.96906297855
987.024643401224,Washington,2029,54109.26478379323
974.7685356823548,Washington,2030,65806.48721198148
952.1351030364232,Washington,2031,77232.10844841856
1115.710212682969,Washington,2032,90620.63100061419
826.171040671294,Wayne,2025,9914.052488055528
839.4946658443622,Wayne,2026,19987.98847818787
846.5421324360414,Wayne,2027,30146.494067420368
957.773426162154,Wayne,2028,41639.77518136622
977.4231499877552,Wayne,2029,53368.85298121928
990.746775160869,Wayne,2030,65257.81428314971
997.7942417520228,Wayne,2031,77231.34518417399
1109.0255354785509,Wayne,2032,90539.6516099166
1710.5783022585945,Westchester,2025,20526.939627103133
1625.5136023758744,Westchester,2026,40033.10285561363
1500.7749178086945,Westchester,2027,58042.40186931797
2036.063407520292,Westchester,2028,82475.16275956147
1990.681589935128,Westchester,2029,106363.341838783
1905.6168900586504,Westchester,2030,129230.7445194868
1780.878205491225,Westchester,2031,150601.2829853815
2316.1666952007786,Westchester,2032,178395.28332779085
675.1793265783197,Wyoming,2025,8102.151918939836
699.537139768106,Wyoming,2026,16496.59759615711
724.259106423589,Wyoming,2027,25187.706873240175
733.4371689405534,Wyoming,2028,33988.95290052681
757.4279011850604,Wyoming,2029,43078.08771474754
781.7857143747908,Wyoming,2030,52459.51628724503
806.5076810303437,Wyoming,2031,62137.60845960915
815.6857435472805,Wyoming,2032,71925.83738217651
533.5964718515172,Yates,2025,6403.1576622182065
459.8031200623332,Yates,2026,11920.795102966205
366.5382219303357,Yates,2027,16319.253766130234
618.2891476772538,Yates,2028,23738.72353825728
564.1113925735763,Yates,2029,30508.060249140195
490.318040784768,Yates,2030,36391.87673855741
397.053142651038,Yates,2031,41156.51445036987
648.8040683992295,Yates,2032,48942.16327116062
