ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,mortgage_rate,mortgage_rate_lower,mortgage_rate_upper,tax,tax_lower,tax_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,County
2030-06-30,196720.87349484494,186687.49290084533,198896.67824949176,193999.28546061664,199448.80883125417,-3939.9079107671846,-3939.9079107671846,-3939.9079107671846,-4279.697515739272,-4279.697515739272,-4279.697515739272,1086.0325334369286,1086.0325334369286,1086.0325334369286,-5365.7300491762,-5365.7300491762,-5365.7300491762,339.78960497208664,339.78960497208664,339.78960497208664,0.0,0.0,0.0,192780.96558407776,Oneida
2030-07-31,197553.63876357372,187018.82429331096,198546.57320788584,194791.96092036477,200346.05433692128,-4827.08586954453,-4827.08586954453,-4827.08586954453,-4279.697515739272,-4279.697515739272,-4279.697515739272,1086.0325334369286,1086.0325334369286,1086.0325334369286,-5365.7300491762,-5365.7300491762,-5365.7300491762,-547.3883538052594,-547.3883538052594,-547.3883538052594,0.0,0.0,0.0,192726.55289402918,Oneida
2030-08-31,198386.4040323025,186305.00427295413,198826.28112106587,195562.8843039218,201270.70352575814,-5734.736936601331,-5734.736936601331,-5734.736936601331,-4279.697515739272,-4279.697515739272,-4279.697515739272,1086.0325334369286,1086.0325334369286,1086.0325334369286,-5365.7300491762,-5365.7300491762,-5365.7300491762,-1455.0394208620594,-1455.0394208620594,-1455.0394208620594,0.0,0.0,0.0,192651.66709570115,Oneida
2030-09-30,199192.30590526582,187069.04386154082,199436.45510474395,196281.9268595233,202146.3918666709,-6043.47482335058,-6043.47482335058,-6043.47482335058,-4279.697515739272,-4279.697515739272,-4279.697515739272,1086.0325334369286,1086.0325334369286,1086.0325334369286,-5365.7300491762,-5365.7300491762,-5365.7300491762,-1763.7773076113085,-1763.7773076113085,-1763.7773076113085,0.0,0.0,0.0,193148.83108191524,Oneida
2015-01-31,77038.50024449719,63981.22674939847,71627.0602766497,77038.50024449719,77038.50024449719,-9023.890407352997,-9023.890407352997,-9023.890407352997,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,534.7398509105245,534.7398509105245,534.7398509105245,0.0,0.0,0.0,68014.60983714419,Onondaga
2015-02-28,77507.27976835702,64031.119149862185,71976.89140569695,77507.27976835702,77507.27976835702,-9480.938183085145,-9480.938183085145,-9480.938183085145,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,77.69207517837609,77.69207517837609,77.69207517837609,0.0,0.0,0.0,68026.34158527188,Onondaga
2015-03-31,78026.28566977328,64196.94169113165,72002.46603299551,78026.28566977328,78026.28566977328,-9732.828373880437,-9732.828373880437,-9732.828373880437,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-174.19811561691407,-174.19811561691407,-174.19811561691407,0.0,0.0,0.0,68293.45729589285,Onondaga
2015-04-30,78528.54944533737,64641.529407409704,72504.09633142162,78528.54944533737,78528.54944533737,-9823.248571375507,-9823.248571375507,-9823.248571375507,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-264.6183131119839,-264.6183131119839,-264.6183131119839,0.0,0.0,0.0,68705.30087396187,Onondaga
2015-05-31,79047.55534675362,65541.4321406068,73166.78667582716,79047.55534675362,79047.55534675362,-9767.39773348647,-9767.39773348647,-9767.39773348647,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-208.76747522294767,-208.76747522294767,-208.76747522294767,0.0,0.0,0.0,69280.15761326715,Onondaga
2015-06-30,79513.40191250782,66027.60141456152,74088.30325526823,79513.40191250782,79513.40191250782,-9601.162063019567,-9601.162063019567,-9601.162063019567,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-42.53180475604397,-42.53180475604397,-42.53180475604397,0.0,0.0,0.0,69912.23984948825,Onondaga
2015-07-31,79994.7766971205,66539.63135748754,74152.84799982967,79994.7766971205,79994.7766971205,-9634.607717539102,-9634.607717539102,-9634.607717539102,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-75.97745927558047,-75.97745927558047,-75.97745927558047,0.0,0.0,0.0,70360.1689795814,Onondaga
2015-08-31,80476.15148173316,66680.15981479283,74483.6778175395,80476.15148173316,80476.15148173316,-9801.826264753086,-9801.826264753086,-9801.826264753086,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-243.19600648956364,-243.19600648956364,-243.19600648956364,0.0,0.0,0.0,70674.32521698007,Onondaga
2015-09-30,80941.99804748737,66999.86500234818,74641.55588335576,80941.99804748737,80941.99804748737,-10099.746755801612,-10099.746755801612,-10099.746755801612,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-541.1164975380896,-541.1164975380896,-541.1164975380896,0.0,0.0,0.0,70842.25129168577,Onondaga
2015-10-31,81388.31610663146,67793.61783502765,76528.13255836544,81388.31610663146,81388.31610663146,-9163.139655951094,-9163.139655951094,-9163.139655951094,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,395.49060231242754,395.49060231242754,395.49060231242754,0.0,0.0,0.0,72225.17645068037,Onondaga
2015-11-30,81820.23680902895,68693.52885024935,76490.42711491448,81820.23680902895,81820.23680902895,-9146.464353188427,-9146.464353188427,-9146.464353188427,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,412.16590507509557,412.16590507509557,412.16590507509557,0.0,0.0,0.0,72673.77245584053,Onondaga
2015-12-31,82266.55486817304,68891.22273396779,77050.37505401469,82266.55486817304,82266.55486817304,-9445.882391216133,-9445.882391216133,-9445.882391216133,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,112.74786704738786,112.74786704738786,112.74786704738786,0.0,0.0,0.0,72820.67247695691,Onondaga
2016-01-31,82712.87292731713,69633.30984602474,77319.837595388,82712.87292731713,82712.87292731713,-9019.561484885748,-9019.561484885748,-9019.561484885748,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,539.0687733777743,539.0687733777743,539.0687733777743,0.0,0.0,0.0,73693.31144243138,Onondaga
2016-02-29,83101.42372573013,69583.0541254493,77620.5433613061,83101.42372573013,83101.42372573013,-9463.358905471083,-9463.358905471083,-9463.358905471083,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,95.2713527924381,95.2713527924381,95.2713527924381,0.0,0.0,0.0,73638.06482025905,Onondaga
2016-03-31,83516.77113093021,69737.48484858002,77550.8453396788,83516.77113093021,83516.77113093021,-9734.29155100805,-9734.29155100805,-9734.29155100805,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-175.66129274452732,-175.66129274452732,-175.66129274452732,0.0,0.0,0.0,73782.47957992216,Onondaga
2016-04-30,83918.72023273676,70170.49757611309,78076.66680434509,83918.72023273676,83918.72023273676,-9837.618536833052,-9837.618536833052,-9837.618536833052,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-278.9882785695293,-278.9882785695293,-278.9882785695293,0.0,0.0,0.0,74081.10169590371,Onondaga
2016-05-31,84334.06763793685,70786.33889636847,78929.36416999873,84334.06763793685,84334.06763793685,-9784.540689246527,-9784.540689246527,-9784.540689246527,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-225.91043098300494,-225.91043098300494,-225.91043098300494,0.0,0.0,0.0,74549.52694869033,Onondaga
2016-06-30,84711.10159216265,70892.33634815784,78932.99891171571,84711.10159216265,84711.10159216265,-9601.929296004995,-9601.929296004995,-9601.929296004995,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-43.299037741473214,-43.299037741473214,-43.299037741473214,0.0,0.0,0.0,75109.17229615766,Onondaga
2016-07-31,85100.70334486265,71430.30045429885,79309.29861109002,85100.70334486265,85100.70334486265,-9619.732669272811,-9619.732669272811,-9619.732669272811,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-61.10241100928976,-61.10241100928976,-61.10241100928976,0.0,0.0,0.0,75480.97067558984,Onondaga
2016-08-31,85490.30509756264,71784.31548453536,79557.88939318633,85490.30509756264,85490.30509756264,-9779.35211504277,-9779.35211504277,-9779.35211504277,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-220.72185677924662,-220.72185677924662,-220.72185677924662,0.0,0.0,0.0,75710.95298251987,Onondaga
2016-09-30,85867.33905178844,71911.69150145577,79785.49362901734,85867.33905178844,85867.33905178844,-10105.578370953972,-10105.578370953972,-10105.578370953972,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-546.9481126904501,-546.9481126904501,-546.9481126904501,0.0,0.0,0.0,75761.76068083447,Onondaga
2016-10-31,86237.26697473826,73080.37514156997,80942.53895904684,86237.26697473826,86237.26697473826,-9175.465283049145,-9175.465283049145,-9175.465283049145,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,383.164975214377,383.164975214377,383.164975214377,0.0,0.0,0.0,77061.80169168912,Onondaga
2016-11-30,86595.26173888327,73717.03613370043,81453.40252594186,86595.26173888327,86595.26173888327,-9141.821650895725,-9141.821650895725,-9141.821650895725,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,416.8086073677985,416.8086073677985,416.8086073677985,0.0,0.0,0.0,77453.44008798755,Onondaga
2016-12-31,86965.18966183308,73414.89303662688,81593.14429432909,86965.18966183308,86965.18966183308,-9443.821077979013,-9443.821077979013,-9443.821077979013,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,114.80918028450913,114.80918028450913,114.80918028450913,0.0,0.0,0.0,77521.36858385407,Onondaga
2017-01-31,87335.11758478291,74244.04466095167,82246.78542924394,87335.11758478291,87335.11758478291,-9033.326731307734,-9033.326731307734,-9033.326731307734,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,525.303526955789,525.303526955789,525.303526955789,0.0,0.0,0.0,78301.79085347518,Onondaga
2017-02-28,87657.61933678616,74410.8764314336,82128.76746184751,87657.61933678616,87657.61933678616,-9469.257795790774,-9469.257795790774,-9469.257795790774,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,89.37246247274747,89.37246247274747,89.37246247274747,0.0,0.0,0.0,78188.36154099538,Onondaga
2017-03-31,88014.67484793259,74326.64562717109,82397.62289414309,88014.67484793259,88014.67484793259,-9734.041944366507,-9734.041944366507,-9734.041944366507,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-175.4116861029854,-175.4116861029854,-175.4116861029854,0.0,0.0,0.0,78280.63290356609,Onondaga
2017-04-30,88360.21243936462,74552.90029424003,82446.15996365235,88360.21243936462,88360.21243936462,-9832.9839663755,-9832.9839663755,-9832.9839663755,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-274.35370811197686,-274.35370811197686,-274.35370811197686,0.0,0.0,0.0,78527.22847298913,Onondaga
2017-05-31,88717.26795051106,74944.25681928187,82860.9201641466,88717.26795051106,88717.26795051106,-9778.77402418685,-9778.77402418685,-9778.77402418685,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-220.14376592332815,-220.14376592332815,-220.14376592332815,0.0,0.0,0.0,78938.49392632421,Onondaga
2017-06-30,89062.8055419431,75555.26031774026,83702.86849296815,89062.8055419431,89062.8055419431,-9601.401925796257,-9601.401925796257,-9601.401925796257,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-42.77166753273622,-42.77166753273622,-42.77166753273622,0.0,0.0,0.0,79461.40361614685,Onondaga
2017-07-31,89416.16751670494,75874.17952134847,83883.66350816368,89416.16751670494,89416.16751670494,-9624.505584066781,-9624.505584066781,-9624.505584066781,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-65.87532580325829,-65.87532580325829,-65.87532580325829,0.0,0.0,0.0,79791.66193263816,Onondaga
2017-08-31,89769.52949146679,75917.30401112325,83934.72720621529,89769.52949146679,89769.52949146679,-9786.951451571673,-9786.951451571673,-9786.951451571673,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-228.3211933081513,-228.3211933081513,-228.3211933081513,0.0,0.0,0.0,79982.57803989512,Onondaga
2017-09-30,90111.49269284924,76064.65835945263,83911.62870079972,90111.49269284924,90111.49269284924,-10104.08816732258,-10104.08816732258,-10104.08816732258,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-545.4579090590572,-545.4579090590572,-545.4579090590572,0.0,0.0,0.0,80007.40452552665,Onondaga
2017-10-31,90464.85466761107,77359.10488950364,85246.16569005858,90464.85466761107,90464.85466761107,-9171.194168965692,-9171.194168965692,-9171.194168965692,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,387.4360892978294,387.4360892978294,387.4360892978294,0.0,0.0,0.0,81293.66049864537,Onondaga
2017-11-30,90810.4601326593,77805.99815254529,85478.14448275752,90810.4601326593,90810.4601326593,-9143.212077533015,-9143.212077533015,-9143.212077533015,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,415.4181807305063,415.4181807305063,415.4181807305063,0.0,0.0,0.0,81667.24805512629,Onondaga
2017-12-31,91167.5857798758,77930.6824707368,85571.54104054146,91167.5857798758,91167.5857798758,-9444.629492590137,-9444.629492590137,-9444.629492590137,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,114.00076567338452,114.00076567338452,114.00076567338452,0.0,0.0,0.0,81722.95628728566,Onondaga
2018-01-31,91524.71142709229,78622.85806522887,86610.88546824454,91524.71142709229,91524.71142709229,-9028.479840091371,-9028.479840091371,-9028.479840091371,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,530.1504181721516,530.1504181721516,530.1504181721516,0.0,0.0,0.0,82496.23158700092,Onondaga
2018-02-28,91847.27652780396,78479.55021382765,86099.88328622976,91847.27652780396,91847.27652780396,-9475.121316397046,-9475.121316397046,-9475.121316397046,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,83.50894186647628,83.50894186647628,83.50894186647628,0.0,0.0,0.0,82372.1552114069,Onondaga
2018-03-31,92216.05920980358,78918.22300320133,86524.22512401771,92216.05920980358,92216.05920980358,-9733.555059587396,-9733.555059587396,-9733.555059587396,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-174.924801323873,-174.924801323873,-174.924801323873,0.0,0.0,0.0,82482.50415021619,Onondaga
2018-04-30,92572.94567625482,79059.86339119702,86838.52354059278,92572.94567625482,92572.94567625482,-9828.191431934456,-9828.191431934456,-9828.191431934456,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-269.5611736709345,-269.5611736709345,-269.5611736709345,0.0,0.0,0.0,82744.75424432037,Onondaga
2018-05-31,92941.72835825442,79335.77510657694,87147.29563403207,92941.72835825442,92941.72835825442,-9773.056271720237,-9773.056271720237,-9773.056271720237,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-214.42601345671486,-214.42601345671486,-214.42601345671486,0.0,0.0,0.0,83168.67208653418,Onondaga
2018-06-30,93298.61482470567,79818.45638434625,87466.6165423839,93298.61482470567,93298.61482470567,-9601.145803641431,-9601.145803641431,-9601.145803641431,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-42.51554537790855,-42.51554537790855,-42.51554537790855,0.0,0.0,0.0,83697.46902106424,Onondaga
2018-07-31,93687.21292211178,79655.95016106655,87899.21604477924,93687.21292211178,93687.21292211178,-9629.467108427114,-9629.467108427114,-9629.467108427114,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-70.83685016359223,-70.83685016359223,-70.83685016359223,0.0,0.0,0.0,84057.74581368467,Onondaga
2018-08-31,94075.81101951787,80135.44201751957,88322.40630876752,94075.81101951787,94075.81101951787,-9794.44723578486,-9794.44723578486,-9794.44723578486,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-235.8169775213392,-235.8169775213392,-235.8169775213392,0.0,0.0,0.0,84281.36378373302,Onondaga
2018-09-30,94451.873694427,80670.15243228427,88316.02933192672,94451.873694427,94451.873694427,-10102.142453083257,-10102.142453083257,-10102.142453083257,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-543.5121948197353,-543.5121948197353,-543.5121948197353,0.0,0.0,0.0,84349.73124134375,Onondaga
2018-10-31,94840.47179183312,81744.10275643769,89751.86543205094,94840.47179183312,94840.47179183312,-9167.08182913694,-9167.08182913694,-9167.08182913694,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,391.5484291265827,391.5484291265827,391.5484291265827,0.0,0.0,0.0,85673.38996269618,Onondaga
2018-11-30,95243.78994528967,82454.03499630603,90213.94000996478,95243.78994528967,95243.78994528967,-9144.760183404143,-9144.760183404143,-9144.760183404143,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,413.87007485937875,413.87007485937875,413.87007485937875,0.0,0.0,0.0,86099.02976188553,Onondaga
2018-12-31,95660.55203719478,82340.23223738492,90092.35855933808,95660.55203719478,95660.55203719478,-9445.316363725293,-9445.316363725293,-9445.316363725293,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,113.31389453822844,113.31389453822844,113.31389453822844,0.0,0.0,0.0,86215.23567346949,Onondaga
2019-01-31,96077.31412909989,82923.8085752276,90941.3450517543,96077.31412909989,96077.31412909989,-9023.890407353007,-9023.890407353007,-9023.890407353007,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,534.7398509105152,534.7398509105152,534.7398509105152,0.0,0.0,0.0,87053.42372174689,Onondaga
2019-02-28,96453.74440565935,82969.3090666386,91023.4626646408,96453.74440565935,96453.74440565935,-9480.93818308518,-9480.93818308518,-9480.93818308518,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,77.69207517834354,77.69207517834354,77.69207517834354,0.0,0.0,0.0,86972.80622257417,Onondaga
2019-03-31,96906.92822216084,82984.90140473987,91141.24401247156,96906.92822216084,96906.92822216084,-9732.828373880424,-9732.828373880424,-9732.828373880424,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-174.19811561690207,-174.19811561690207,-174.19811561690207,0.0,0.0,0.0,87174.09984828043,Onondaga
2019-04-30,97345.49320587197,83733.03728827185,91465.01071009364,97345.49320587197,97345.49320587197,-9823.248571375576,-9823.248571375576,-9823.248571375576,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-264.61831311205395,-264.61831311205395,-264.61831311205395,0.0,0.0,0.0,87522.2446344964,Onondaga
2019-05-31,97798.6770223735,83968.51060486626,92143.6029589165,97798.6770223735,97798.6770223735,-9767.39773348652,-9767.39773348652,-9767.39773348652,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-208.76747522299752,-208.76747522299752,-208.76747522299752,0.0,0.0,0.0,88031.27928888697,Onondaga
2019-06-30,98237.2420060846,85092.31744203549,92740.1076838396,98237.2420060846,98237.2420060846,-9601.162063019563,-9601.162063019563,-9601.162063019563,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-42.531804756040266,-42.531804756040266,-42.531804756040266,0.0,0.0,0.0,88636.07994306504,Onondaga
2019-07-31,98735.04009346596,85385.02191703874,93286.43921211634,98735.04009346596,98735.04009346596,-9634.607717539026,-9634.607717539026,-9634.607717539026,-9558.630258263522,-9558.630258263522,-9558.630258263522,-2045.0416547609684,-2045.0416547609684,-2045.0416547609684,-7513.588603502554,-7513.588603502554,-7513.588603502554,-75.97745927550238,-75.97745927550238,-75.97745927550238,0.0,0.0,0.0,89100.43237592693,Onondaga
