Year,County,State,Median_Gross_Rent,Median_Home_Value,Median_Property_Tax,Owner_Cost_With_Mortgage,Owner_Cost_Without_Mortgage,Date,Mortgage_Rate,Buy_CF,Rent_CF,Buy_Eligible,Down_Payment_Used
2015,Schoharie,New York,733,147000,3222,952,9512,2015-01,3.67,-40824.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-02,3.71,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-03,3.77,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-04,3.67,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-05,3.84,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-06,3.98,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-07,4.05,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-08,3.9,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-09,3.89,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-10,3.8,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-11,3.94,-11424.0,-8796,True,29400
2015,Schoharie,New York,733,147000,3222,952,9512,2015-12,3.96,-11424.0,-8796,True,29400
2015,Fulton,New York,711,108200,2648,811,15684,2015-01,3.67,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-02,3.71,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-03,3.77,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-04,3.67,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-05,3.84,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-06,3.98,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-07,4.05,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-08,3.9,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-09,3.89,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-10,3.8,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-11,3.94,-9732.0,-8532,True,21640
2015,Fulton,New York,711,108200,2648,811,15684,2015-12,3.96,-9732.0,-8532,True,21640
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-01,3.67,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-02,3.71,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-03,3.77,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-04,3.67,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-05,3.84,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-06,3.98,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-07,4.05,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-08,3.9,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-09,3.89,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-10,3.8,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-11,3.94,-15192.0,-10500,True,35820
2015,Rensselaer,New York,875,179100,4380,1266,41240,2015-12,3.96,-15192.0,-10500,True,35820
2015,Franklin,New York,671,101600,2019,743,13927,2015-01,3.67,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-02,3.71,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-03,3.77,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-04,3.67,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-05,3.84,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-06,3.98,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-07,4.05,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-08,3.9,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-09,3.89,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-10,3.8,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-11,3.94,-8916.0,-8052,True,20320
2015,Franklin,New York,671,101600,2019,743,13927,2015-12,3.96,-8916.0,-8052,True,20320
2015,Queens,New York,1367,450300,3705,1582,340561,2015-01,3.67,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-02,3.71,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-03,3.77,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-04,3.67,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-05,3.84,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-06,3.98,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-07,4.05,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-08,3.9,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-09,3.89,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-10,3.8,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-11,3.94,-18984.0,-16404,True,90060
2015,Queens,New York,1367,450300,3705,1582,340561,2015-12,3.96,-18984.0,-16404,True,90060
2015,Washington,New York,803,142700,3147,994,17531,2015-01,3.67,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-02,3.71,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-03,3.77,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-04,3.67,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-05,3.84,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-06,3.98,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-07,4.05,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-08,3.9,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-09,3.89,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-10,3.8,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-11,3.94,-11928.0,-9636,True,28540
2015,Washington,New York,803,142700,3147,994,17531,2015-12,3.96,-11928.0,-9636,True,28540
2015,New York,New York,1519,848700,7208,1903,172079,2015-01,3.67,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-02,3.71,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-03,3.77,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-04,3.67,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-05,3.84,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-06,3.98,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-07,4.05,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-08,3.9,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-09,3.89,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-10,3.8,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-11,3.94,-22836.0,-18228,True,169740
2015,New York,New York,1519,848700,7208,1903,172079,2015-12,3.96,-22836.0,-18228,True,169740
2015,Cayuga,New York,673,113600,2944,900,22028,2015-01,3.67,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-02,3.71,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-03,3.77,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-04,3.67,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-05,3.84,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-06,3.98,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-07,4.05,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-08,3.9,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-09,3.89,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-10,3.8,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-11,3.94,-10800.0,-8076,True,22720
2015,Cayuga,New York,673,113600,2944,900,22028,2015-12,3.96,-10800.0,-8076,True,22720
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-01,3.67,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-02,3.71,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-03,3.77,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-04,3.67,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-05,3.84,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-06,3.98,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-07,4.05,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-08,3.9,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-09,3.89,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-10,3.8,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-11,3.94,-28716.0,-16020,True,83820
2015,Rockland,New York,1335,419100,10001,2393,68107,2015-12,3.96,-28716.0,-16020,True,83820
2015,Niagara,New York,654,108000,3255,881,62294,2015-01,3.67,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-02,3.71,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-03,3.77,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-04,3.67,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-05,3.84,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-06,3.98,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-07,4.05,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-08,3.9,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-09,3.89,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-10,3.8,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-11,3.94,-10572.0,-7848,True,21600
2015,Niagara,New York,654,108000,3255,881,62294,2015-12,3.96,-10572.0,-7848,True,21600
2015,Essex,New York,805,145100,2424,826,11275,2015-01,3.67,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-02,3.71,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-03,3.77,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-04,3.67,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-05,3.84,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-06,3.98,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-07,4.05,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-08,3.9,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-09,3.89,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-10,3.8,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-11,3.94,-9912.0,-9660,True,29020
2015,Essex,New York,805,145100,2424,826,11275,2015-12,3.96,-9912.0,-9660,True,29020
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-01,3.67,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-02,3.71,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-03,3.77,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-04,3.67,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-05,3.84,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-06,3.98,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-07,4.05,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-08,3.9,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-09,3.89,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-10,3.8,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-11,3.94,-29460.0,-18936,True,89280
2015,Nassau,New York,1578,446400,10001,2455,353777,2015-12,3.96,-29460.0,-18936,True,89280
2015,Jefferson,New York,947,141000,2331,886,24610,2015-01,3.67,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-02,3.71,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-03,3.77,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-04,3.67,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-05,3.84,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-06,3.98,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-07,4.05,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-08,3.9,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-09,3.89,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-10,3.8,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-11,3.94,-10632.0,-11364,True,28200
2015,Jefferson,New York,947,141000,2331,886,24610,2015-12,3.96,-10632.0,-11364,True,28200
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-01,3.67,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-02,3.71,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-03,3.77,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-04,3.67,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-05,3.84,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-06,3.98,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-07,4.05,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-08,3.9,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-09,3.89,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-10,3.8,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-11,3.94,-26904.0,-18528,True,75020
2015,Suffolk,New York,1544,375100,8449,2242,392390,2015-12,3.96,-26904.0,-18528,True,75020
2015,Wyoming,New York,589,102000,2781,827,11865,2015-01,3.67,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-02,3.71,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-03,3.77,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-04,3.67,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-05,3.84,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-06,3.98,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-07,4.05,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-08,3.9,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-09,3.89,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-10,3.8,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-11,3.94,-9924.0,-7068,True,20400
2015,Wyoming,New York,589,102000,2781,827,11865,2015-12,3.96,-9924.0,-7068,True,20400
2015,Oswego,New York,721,94800,2612,864,32675,2015-01,3.67,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-02,3.71,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-03,3.77,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-04,3.67,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-05,3.84,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-06,3.98,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-07,4.05,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-08,3.9,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-09,3.89,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-10,3.8,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-11,3.94,-10368.0,-8652,True,18960
2015,Oswego,New York,721,94800,2612,864,32675,2015-12,3.96,-10368.0,-8652,True,18960
2015,Wayne,New York,694,112900,3418,938,28288,2015-01,3.67,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-02,3.71,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-03,3.77,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-04,3.67,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-05,3.84,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-06,3.98,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-07,4.05,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-08,3.9,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-09,3.89,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-10,3.8,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-11,3.94,-11256.0,-8328,True,22580
2015,Wayne,New York,694,112900,3418,938,28288,2015-12,3.96,-11256.0,-8328,True,22580
2015,Broome,New York,703,109900,2928,846,51992,2015-01,3.67,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-02,3.71,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-03,3.77,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-04,3.67,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-05,3.84,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-06,3.98,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-07,4.05,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-08,3.9,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-09,3.89,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-10,3.8,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-11,3.94,-10152.0,-8436,True,21980
2015,Broome,New York,703,109900,2928,846,51992,2015-12,3.96,-10152.0,-8436,True,21980
2015,Erie,New York,739,130000,3499,938,248889,2015-01,3.67,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-02,3.71,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-03,3.77,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-04,3.67,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-05,3.84,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-06,3.98,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-07,4.05,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-08,3.9,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-09,3.89,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-10,3.8,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-11,3.94,-11256.0,-8868,True,26000
2015,Erie,New York,739,130000,3499,938,248889,2015-12,3.96,-11256.0,-8868,True,26000
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-01,3.67,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-02,3.71,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-03,3.77,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-04,3.67,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-05,3.84,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-06,3.98,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-07,4.05,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-08,3.9,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-09,3.89,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-10,3.8,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-11,3.94,-12696.0,-10092,True,33180
2015,Sullivan,New York,841,165900,3968,1058,18611,2015-12,3.96,-12696.0,-10092,True,33180
2015,Orange,New York,1155,262500,6419,1858,86184,2015-01,3.67,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-02,3.71,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-03,3.77,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-04,3.67,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-05,3.84,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-06,3.98,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-07,4.05,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-08,3.9,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-09,3.89,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-10,3.8,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-11,3.94,-22296.0,-13860,True,52500
2015,Orange,New York,1155,262500,6419,1858,86184,2015-12,3.96,-22296.0,-13860,True,52500
2015,Schuyler,New York,640,108500,2564,727,5933,2015-01,3.67,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-02,3.71,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-03,3.77,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-04,3.67,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-05,3.84,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-06,3.98,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-07,4.05,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-08,3.9,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-09,3.89,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-10,3.8,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-11,3.94,-8724.0,-7680,True,21700
2015,Schuyler,New York,640,108500,2564,727,5933,2015-12,3.96,-8724.0,-7680,True,21700
2015,Chenango,New York,637,91700,2300,736,14785,2015-01,3.67,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-02,3.71,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-03,3.77,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-04,3.67,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-05,3.84,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-06,3.98,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-07,4.05,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-08,3.9,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-09,3.89,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-10,3.8,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-11,3.94,-8832.0,-7644,True,18340
2015,Chenango,New York,637,91700,2300,736,14785,2015-12,3.96,-8832.0,-7644,True,18340
2015,Bronx,New York,1074,363400,3337,1499,91993,2015-01,3.67,-17988.0,-12888,True,72680
2015,Bronx,New York,1074,363400,3337,1499,91993,2015-02,3.71,-17988.0,-12888,True,72680
2015,Bronx,New York,1074,363400,3337,1499,91993,2015-03,3.77,-17988.0,-12888,True,72680
2015,Bronx,New York,1074,363400,3337,1499,91993,2015-04,3.67,-17988.0,-12888,True,72680
2015,Bronx,New York,1074,363400,3337,1499,91993,2015-05,3.84,-17988.0,-12888,True,72680
2015,Bronx,New York,1074,363400,3337,1499,91993,2015-06,3.98,-17988.0,-12888,True,72680
2015,Bronx,New York,1074,363400,3337,1499,91993,2015-07,4.05,-17988.0,-12888,True,72680
2015,Bronx,New York,1074,363400,3337,1499,91993,2015-08,3.9,-17988.0,-12888,True,72680
2015,Bronx,New York,1074,363400,3337,1499,91993,2015-09,3.89,-17988.0,-12888,True,72680
