Ds,Yhat,Yhat Lower,Yhat Upper,County
2028-12-31,1005.6124631384951,925.5144395557871,1085.3044879925487,Niagara
2029-12-31,1034.4775697494135,938.0065874789966,1135.8063425563953,Niagara
2030-12-31,1056.574555462387,936.8980271677781,1181.4154431611967,Niagara
2031-12-31,1071.9663272711714,931.8029424963958,1222.842020871695,Niagara
2032-12-31,1199.9780257428843,1035.2711318361362,1375.0330221017205,Niagara
2024-12-31,745.6131350434354,736.7125750121888,754.8464842611269,Essex
2025-12-31,732.0871119510225,721.1169255597842,744.2207191088409,Essex
2026-12-31,708.9429508890639,692.7086378356894,725.1608699061093,Essex
2027-12-31,676.2430340271733,654.0246748884781,697.8788088023471,Essex
2028-12-31,822.7545618864326,794.2163898220132,849.5453739040559,Essex
2029-12-31,809.2285387936996,774.0444621828597,844.8297614117436,Essex
2030-12-31,786.0843777320562,741.3060428584109,827.9137727058925,Essex
2031-12-31,753.3844608692777,703.0658309376142,803.4333392774755,Essex
2032-12-31,899.8959887291371,838.7826504095793,958.4441385176804,Essex
2024-12-31,2080.897998143654,2063.228565855991,2096.7152756665846,Nassau
2025-12-31,2068.014793517044,2039.5279589534712,2092.407329932778,Nassau
2026-12-31,2023.2493043099641,1984.3924007707215,2061.7162192487704,Nassau
2027-12-31,1946.8885551098342,1893.2766252121726,2003.311094477258,Nassau
2028-12-31,2435.4517442041056,2364.0340147601746,2508.4101256138038,Nassau
2029-12-31,2422.5685395765436,2333.9135147434095,2513.1589935902716,Nassau
2030-12-31,2377.8030503695854,2269.380959355584,2493.5517462960856,Nassau
2031-12-31,2301.4423011666595,2171.4112239976603,2438.320260145436,Nassau
2032-12-31,2790.005490263118,2634.085002344979,2956.081057136203,Nassau
2024-12-31,1109.4075517016518,1091.8170494048318,1127.4750908192423,Jefferson
2025-12-31,1130.590398636448,1102.5322929627073,1155.7140340162746,Jefferson
2026-12-31,1140.8256809254724,1101.28994880923,1180.6686443442788,Jefferson
2027-12-31,1140.1953897311016,1084.7543445681877,1196.7279917147573,Jefferson
2028-12-31,1326.5153063883881,1252.3611840927679,1398.1800016010843,Jefferson
2029-12-31,1347.6981533228611,1251.191533640727,1437.225490838162,Jefferson
2030-12-31,1357.9334356120469,1238.7766265213024,1468.1620285778786,Jefferson
2031-12-31,1357.3031444167361,1215.9983699065297,1487.3091819084082,Jefferson
2032-12-31,1543.6230610747339,1382.0169078791864,1694.8715962635024,Jefferson
2024-12-31,2083.5671899948716,2009.3153131281827,2146.319491912596,Suffolk
2025-12-31,2033.6521788180526,1893.551411768686,2157.4879391295676,Suffolk
2026-12-31,1930.7714476875467,1712.7760919062503,2132.035083943903,Suffolk
2027-12-31,1775.415284403156,1469.493682480398,2060.6937636907273,Suffolk
2028-12-31,2493.463347147338,2087.541754854983,2869.6768840354925,Suffolk
2029-12-31,2443.5483359694026,1926.271542734768,2914.3858572283416,Suffolk
2030-12-31,2340.667604839812,1707.6184338811518,2912.285736175013,Suffolk
2031-12-31,2185.3114415505506,1415.370072386802,2871.109351155478,Suffolk
2032-12-31,2903.35950429876,1997.0056336653304,3705.1098908903086,Suffolk
2024-12-31,651.1885943338447,640.961021807876,661.5117762710523,Wyoming
2025-12-31,675.1793265783197,664.3755554772998,686.6739088828224,Wyoming
2026-12-31,699.537139768106,685.7662750470447,713.6500329364501,Wyoming
2027-12-31,724.259106423589,706.9376658238391,740.3489566408855,Wyoming
2028-12-31,733.4371689405534,713.8724882859112,752.630529152396,Wyoming
2029-12-31,757.4279011850604,733.4381096895743,780.5555273191289,Wyoming
2030-12-31,781.7857143747908,752.3349754283649,809.8055764715946,Wyoming
2031-12-31,806.5076810303437,772.4976177104219,839.4753036188412,Wyoming
2032-12-31,815.6857435472805,776.3595646781193,854.3937293535822,Wyoming
2024-12-31,840.5491257725732,832.8021901903315,849.5628036236965,Oswego
2025-12-31,861.0655874705633,847.3277020204488,877.7661630874993,Oswego
2026-12-31,876.2599325551624,853.9144693178409,902.1960845204898,Oswego
2027-12-31,886.2044559255169,853.9424868524109,923.7122494873499,Oswego
2028-12-31,992.5885364936049,950.2125537622522,1041.6330874617315,Oswego
2029-12-31,1013.1049981914441,958.7628712106068,1075.4444475887035,Oswego
2030-12-31,1028.2993432758485,960.9094622278736,1107.5002188489634,Oswego
2031-12-31,1038.2438666457392,956.7457579736296,1133.491173308778,Oswego
2032-12-31,1144.6279472142483,1046.0260142595885,1256.8327875824957,Oswego
2024-12-31,806.5213168455173,794.4673410623694,819.2197753947712,Wayne
2025-12-31,826.171040671294,808.5993134263023,846.3756271096804,Wayne
2026-12-31,839.4946658443622,815.0750964577251,869.3039520424418,Wayne
2027-12-31,846.5421324360414,811.7099777178672,887.0215046124374,Wayne
2028-12-31,957.7734261621541,909.6076306123407,1011.9363766994717,Wayne
2029-12-31,977.4231499877551,919.055998533302,1044.2541890638522,Wayne
2030-12-31,990.746775160869,917.5554666684193,1072.4338396021897,Wayne
2031-12-31,997.7942417520228,911.0580584176755,1097.485678915683,Wayne
2032-12-31,1109.0255354785509,1004.0056144585972,1229.2307105918087,Wayne
2024-12-31,797.8339374910988,780.5099269808923,814.169862265119,Broome
2025-12-31,786.4088085663675,752.0569548424547,818.0393417644477,Broome
2026-12-31,760.2576305516804,708.8054283676678,810.3360854037209,Broome
2027-12-31,719.5256301626675,648.5684566314154,789.897262838516,Broome
2028-12-31,920.7546163753427,828.2250686560782,1017.9367538342696,Broome
2029-12-31,909.3294874502174,791.9040610184728,1031.8623306563643,Broome
2030-12-31,883.1783094353661,735.2765823424257,1031.1347150010001,Broome
2031-12-31,842.4463090451391,663.8384635332602,1022.1372311603416,Broome
2032-12-31,1043.675295258861,833.2901766124368,1255.9486982693884,Broome
2024-12-31,959.3783840614616,948.1663786929229,970.4566713902364,Erie
2025-12-31,975.4702667325889,955.678871922657,993.1796200091699,Erie
2026-12-31,979.4387884171861,950.0173733121272,1007.0612891335398,Erie
2027-12-31,971.3739350129131,930.2176349249719,1008.1417828595381,Erie
2028-12-31,1160.584146407895,1105.2117227468223,1211.2886200129537,Erie
2029-12-31,1176.6760290786879,1106.108219990277,1239.683652135838,Erie
2030-12-31,1180.6445507634126,1095.6793202960864,1258.3910597910021,Erie
2031-12-31,1172.5796973581362,1065.1620485061155,1267.0818925097624,Erie
2032-12-31,1361.7899087539076,1239.4302332884715,1473.0503415254245,Erie
2024-12-31,921.2524570509513,911.5452182512854,931.4910514015168,Sullivan
2025-12-31,915.1343507149605,899.6060051141576,930.8087020589419,Sullivan
2026-12-31,895.7220275132221,873.6652830912049,917.9898895624632,Sullivan
2027-12-31,863.1242752979798,833.2866390063954,894.0755314016761,Sullivan
2028-12-31,1058.0406083424555,1018.8877108445143,1098.3355772865357,Sullivan
2029-12-31,1051.922502006077,1001.1746791465902,1102.403698771341,Sullivan
2030-12-31,1032.5101788044467,969.6471199544364,1093.8997233237235,Sullivan
2031-12-31,999.9124265880694,925.6792443160037,1075.2771134108427,Sullivan
2032-12-31,1194.8287596334312,1106.4902639525362,1282.3195462150668,Sullivan
2024-12-31,1416.233108157321,1372.7238635833612,1450.0647009258562,Orange
2025-12-31,1379.7277730750736,1298.5310425472928,1450.8875215086339,Orange
2026-12-31,1306.745462474144,1184.6374906793349,1419.4271032268082,Orange
2027-12-31,1197.5611555942269,1025.8501518086716,1366.1819102502532,Orange
2028-12-31,1708.074764454699,1477.9512913044182,1932.7828955741008,Orange
2029-12-31,1671.5694293713802,1375.990370641318,1965.0853711707182,Orange
2030-12-31,1598.5871187723628,1236.460303947749,1966.1215608686266,Orange
2031-12-31,1489.4028118891256,1057.1654668242757,1924.3592346819203,Orange
2032-12-31,1999.9164207515273,1488.43612775338,2517.063604150831,Orange
2024-12-31,698.080903373861,677.0303694332652,718.3023214387598,Schuyler
2025-12-31,715.7710244655028,695.2014847030325,736.5609055557392,Schuyler
2026-12-31,733.843085374935,712.7436143734708,754.3693350336832,Schuyler
2027-12-31,752.2921869825259,733.3399773081594,773.7361197539082,Schuyler
2028-12-31,762.5768552868998,743.0374358190138,782.1489269923627,Schuyler
2029-12-31,780.2669763785557,759.6931416898391,798.6827188496685,Schuyler
2030-12-31,798.3390372879933,777.588725292762,818.728886471696,Schuyler
2031-12-31,816.7881388956246,796.21433445046,837.1600343461873,Schuyler
2032-12-31,827.0728071999636,808.8602675906096,847.8491008350559,Schuyler
2024-12-31,703.0299411030818,681.5245898848742,723.3227062706566,Chenango
2025-12-31,701.1354256529669,658.6326880672367,739.2762184483813,Chenango
2026-12-31,686.3920520437105,619.7091661114315,744.8158868958479,Chenango
2027-12-31,658.8979950530525,567.1877967962619,742.2474889722657,Chenango
2028-12-31,846.4856732231084,725.0882108850816,957.5605783112189,Chenango
2029-12-31,844.5911577725402,698.5106744820281,988.2796672010518,Chenango
2030-12-31,829.8477841632637,647.0480828015307,1010.9522016183081,Chenango
2031-12-31,802.3537271718031,583.8982967582629,1023.0377883143357,Chenango
2032-12-31,989.9414053425311,727.0738039970457,1254.0360709071654,Chenango
2024-12-31,1344.5890804726514,1333.8624994377262,1355.9738237003453,Bronx
2025-12-31,1346.6541029451673,1331.9391322360648,1361.9028617410734,Bronx
2026-12-31,1333.9218767725347,1312.1022884973074,1354.0683213427583,Bronx
2027-12-31,1306.5248584744038,1279.5152706113379,1334.403342356311,Bronx
2028-12-31,1546.1623688415398,1511.8517640170999,1579.1994236269813,Bronx
2029-12-31,1548.2273913136007,1505.8106237787092,1592.323597621823,Bronx
2030-12-31,1535.4951651410624,1482.391524655762,1590.3787107396324,Bronx
2031-12-31,1508.098146841614,1442.0007200311902,1573.4059195265843,Bronx
2032-12-31,1747.7356572097606,1671.1811811325026,1825.36711677587,Bronx
2024-12-31,1013.3921783193043,996.1597523632803,1029.7775423132196,Onondaga
2025-12-31,1043.0151104027511,1010.3486473813591,1074.8277635243444,Onondaga
2026-12-31,1065.0990079975727,1013.3720064813893,1115.4833533276371,Onondaga
2027-12-31,1079.7927862470601,1005.9129130702368,1151.1643021425866,Onondaga
2028-12-31,1223.712532854269,1126.1378822047636,1316.7935814898922,Onondaga
2029-12-31,1253.3354649379626,1129.8726296893954,1372.5665395493772,Onondaga
2030-12-31,1275.4193625320222,1125.7692067176654,1423.4094090160213,Onondaga
2031-12-31,1290.1131407807354,1112.4314684909182,1471.8169414230633,Onondaga
2032-12-31,1434.0328873892254,1225.7964056512178,1654.2172571196702,Onondaga
2024-12-31,806.380717169701,787.6959966639421,822.9677207684389,Seneca
2025-12-31,809.9947659876872,775.4203858862072,842.9509341374603,Seneca
2026-12-31,803.0752032317173,748.9878757292049,855.1623576073765,Seneca
2027-12-31,785.7807003545782,711.3791736680238,858.4447487466854,Seneca
2028-12-31,932.2078464407368,833.708143160526,1024.3981728388212,Seneca
2029-12-31,935.8218952596983,811.2149050494154,1050.8311339963623,Seneca
2030-12-31,928.9023325029598,776.9964320780616,1073.9386258395668,Seneca
2031-12-31,911.6078296246335,727.0028869538528,1090.3721794220226,Seneca
2032-12-31,1058.0349757118086,843.4434292925134,1265.106333848337,Seneca
2024-12-31,1848.004701453203,1820.2578171016296,1873.5717259005874,Putnam
2025-12-31,1879.790820594643,1831.6700768571798,1927.987120926082,Putnam
2026-12-31,1881.8267045513599,1804.8504397569873,1956.946504068129,Putnam
2027-12-31,1854.2456447007776,1743.2205958899267,1964.5967929130354,Putnam
2028-12-31,2298.3422746834217,2145.6581712427974,2446.9377137405745,Putnam
2029-12-31,2330.1283938240185,2142.3448695026145,2516.343022310398,Putnam
2030-12-31,2332.164277781807,2103.1645812796387,2561.1012792084694,Putnam
2031-12-31,2304.5832179287654,2028.5229237976005,2584.4930605028944,Putnam
2032-12-31,2748.6798479131417,2427.617231332954,3079.829491349952,Putnam
2024-12-31,696.4800303278554,672.4919457467159,716.0500947251564,Herkimer
2025-12-31,680.2721345742655,633.7953711912589,720.7355297883302,Herkimer
2026-12-31,648.688029757072,578.9240894078969,712.4149407412044,Herkimer
2027-12-31,601.9545890746882,504.2001288584163,693.3081265955564,Herkimer
2028-12-31,822.2401705951631,691.7225584379037,943.8534138422402,Herkimer
2029-12-31,806.032274841164,641.0449248193904,964.441939262193,Herkimer
2030-12-31,774.4481700228155,570.3694174983322,965.5251047374138,Herkimer
2031-12-31,727.7147293390708,481.0706971663597,947.8119769107946,Herkimer
2032-12-31,948.0003108609897,658.7055028354813,1215.0411254637602,Herkimer
2024-12-31,972.5410925448934,958.6776999328093,985.1586172563025,Ontario
2025-12-31,959.40073787084,937.4156093714543,978.7157738740193,Ontario
2026-12-31,928.114997157812,895.0402002483866,956.5360164273724,Ontario
2027-12-31,878.8247786258792,834.472800289379,920.3839753937957,Ontario
2028-12-31,1152.0739064241393,1093.8117054755544,1208.295231740953,Ontario
2029-12-31,1138.9335517495247,1067.64511794607,1210.4316646349034,Ontario
2030-12-31,1107.6478110367902,1019.049070119698,1192.6151498309778,Ontario
2031-12-31,1058.3575925032458,955.1988998572307,1162.517460318921,Ontario
2032-12-31,1331.6067203027026,1206.668474604675,1453.78559209431,Ontario
2024-12-31,806.4784809551552,790.4199752111207,821.9134431600415,Steuben
2025-12-31,853.6961012111485,822.4835193167038,882.2678369907785,Steuben
2026-12-31,900.3926630680662,849.8794468386387,945.8293001327804,Steuben
2027-12-31,946.4391181008605,874.515794233912,1008.5924804194502,Steuben
2028-12-31,1009.1107201430259,912.2509005641544,1091.1829666845833,Steuben
2029-12-31,1056.328340398295,932.3011369695364,1163.0716825501136,Steuben
2030-12-31,1103.0249022563967,953.8698072619009,1235.509176418522,Steuben
2031-12-31,1149.0713572897473,970.3022423154529,1313.2099942628126,Steuben
2032-12-31,1211.7429593308152,998.1100755339097,1405.6281496208396,Steuben
2024-12-31,803.340383878661,792.9644304407041,812.7211349184106,Hamilton
2025-12-31,859.1197865233319,846.5218346851638,872.0019616291524,Hamilton
2026-12-31,921.0259262748813,905.2689566439813,939.2001355199772,Hamilton
2027-12-31,989.0212256202707,964.7209764732207,1012.3331521753704,Hamilton
2028-12-31,948.5025251824782,919.788638956532,978.2345621049262,Hamilton
2029-12-31,1004.2819278273424,971.0602479697911,1041.4598650800378,Hamilton
2030-12-31,1066.1880675787038,1025.0373448524074,1111.6808943704762,Hamilton
2031-12-31,1134.1833669246412,1084.81126764862,1187.1019786659215,Hamilton
2032-12-31,1093.6646664864627,1034.4386840351383,1152.9328003248756,Hamilton
2024-12-31,646.2085691151541,635.7002327173483,656.4611463030784,Chautauqua
2025-12-31,637.5748359816255,617.7960892751789,657.3602037864295,Chautauqua
2026-12-31,617.256133856149,585.4443798450325,648.3736802460368,Chautauqua
2027-12-31,585.3838951636997,539.6064395106202,630.6650152935171,Chautauqua
2028-12-31,750.3284973069717,690.0049218783183,812.0003676376698,Chautauqua
2029-12-31,741.6947641730059,662.5419432929032,820.3427319492662,Chautauqua
2030-12-31,721.3760620475507,625.128451075632,815.42343421147,Chautauqua
2031-12-31,689.5038233541826,573.7414946746678,803.0324836554265,Chautauqua
2032-12-31,854.448425498209,718.1783386544047,986.305727165567,Chautauqua
2024-12-31,1766.419797674166,1749.5132960471174,1781.671396080694,Kings
2025-12-31,1780.0557592078308,1754.024175373939,1803.7842059201269,Kings
2026-12-31,1768.981574275601,1726.0220546473513,1805.4492515233592,Kings
2027-12-31,1733.4171853150583,1675.0462452176612,1782.438567007325,Kings
2028-12-31,2114.213851181991,2036.198521803009,2180.10177003296,Kings
2029-12-31,2127.8498127149664,2029.342450342392,2210.352989818895,Kings
2030-12-31,2116.775627782742,1996.9469712683926,2222.069520538344,Kings
2031-12-31,2081.2112388201085,1939.185681499382,2208.924988331989,Kings
2032-12-31,2462.0079046887377,2289.9925772259558,2614.8006576108683,Kings
2024-12-31,810.9676614745799,800.7520821288368,820.9573797126981,Tioga
2025-12-31,821.896538681766,809.7942885618438,833.8990369163993,Tioga
2026-12-31,825.3901427802956,811.0860175059976,839.9779059544375,Tioga
2027-12-31,821.5121611686984,804.0060326140899,838.8345834588694,Tioga
2028-12-31,951.3513951386408,930.6185588643328,971.3523516764371,Tioga
2029-12-31,962.2802723455992,936.0316731321324,988.3669593982802,Tioga
2030-12-31,965.7738764442004,934.7534311262671,996.810026420791,Tioga
2031-12-31,961.8958948319419,926.5418997013523,997.673463595641,Tioga
2032-12-31,1091.7351288023863,1050.6211599149067,1131.8296497698148,Tioga
2024-12-31,726.0856532022731,718.4607300661493,734.1754864385326,Orleans
2025-12-31,738.4805948005625,729.1481075179744,748.5378356462049,Orleans
2026-12-31,745.2028410813263,733.3695385550876,758.8041481074625,Orleans
2027-12-31,746.2981457340798,730.5122300323212,765.0134599845003,Orleans
2028-12-31,836.3010637793398,816.2652800769722,858.1676375306824,Orleans
2029-12-31,848.6960053774823,822.8896494165318,876.595539135795,Orleans
2030-12-31,855.4182516582537,825.517884811515,888.5471292966757,Orleans
2031-12-31,856.5135563105534,820.3590796061179,897.8776316829918,Orleans
2032-12-31,946.5164743561883,904.2259472487749,994.9845137878157,Orleans
2024-12-31,1243.7437205920398,1224.3928165859447,1264.184751681839,Saratoga
2025-12-31,1249.4162768713368,1209.079387179017,1290.6982396213061,Saratoga
2026-12-31,1240.9468489820504,1179.5796204879769,1303.721171087931,Saratoga
2027-12-31,1218.3573896686291,1125.940128819135,1311.9404696268366,Saratoga
2028-12-31,1433.9800371643664,1307.6661571235425,1562.4833236402217,Saratoga
2029-12-31,1439.6525934420326,1279.9673706040237,1599.7226139485413,Saratoga
2030-12-31,1431.183165552634,1233.0354926740786,1630.1421766873088,Saratoga
2031-12-31,1408.593706239527,1174.7736724470333,1646.7439500384571,Saratoga
2032-12-31,1624.2163537344945,1347.1490000819033,1905.2061512196915,Saratoga
2024-12-31,1062.252363056485,1022.4593353170677,1101.3119060979714,Columbia
2025-12-31,1034.7590312319314,957.2112228634793,1116.948123121478,Columbia
2026-12-31,977.7738415630399,853.8677806007657,1107.0736043473773,Columbia
2027-12-31,891.5509097267059,709.9234348330369,1069.9831191715723,Columbia
2028-12-31,1299.075200843847,1056.1880621986331,1538.2384864447533,Columbia
2029-12-31,1271.5818690185013,971.699628348363,1572.7871681565578,Columbia
2030-12-31,1214.596679351527,848.6569318347512,1597.0302473787972,Columbia
2031-12-31,1128.3737475120818,705.2992645908271,1593.462959720864,Columbia
2032-12-31,1535.8980386316136,1046.6817738512727,2093.695319002329,Columbia
2024-12-31,645.8034016146264,618.6909349675147,672.7038846540472,Lewis
2025-12-31,630.0540228363329,605.3074792528199,656.6924241910638,Lewis
2026-12-31,603.465076693107,576.803807343775,630.4456721223042,Lewis
2027-12-31,566.1103168326063,540.295345464624,594.8153391388663,Lewis
2028-12-31,715.184127230975,688.4207809017862,741.7588263502117,Lewis
2029-12-31,699.4347484523557,672.6788571620416,726.1363487734651,Lewis
2030-12-31,672.8458023093661,646.3853234278948,700.2263217755874,Lewis
2031-12-31,635.4910424479262,609.6335130356631,663.734632160773,Lewis
2032-12-31,784.5648528469833,759.0625095003456,810.7935100597522,Lewis
2024-12-31,1755.960119837922,1703.7500557609314,1814.5045674642322,Westchester
2025-12-31,1710.5783022585945,1609.0357122021298,1823.0673276079522,Westchester
2026-12-31,1625.5136023758744,1457.075297572279,1816.1949543211379,Westchester
2027-12-31,1500.7749178086945,1257.52447971918,1788.0836847654311,Westchester
2028-12-31,2036.0634075202918,1716.533802747331,2421.1666988578895,Westchester
2029-12-31,1990.681589935128,1585.6322295852324,2481.9316852998777,Westchester
2030-12-31,1905.6168900586504,1407.9053146980361,2521.7276416664586,Westchester
2031-12-31,1780.8782054912247,1170.5178173810345,2507.2770038526814,Westchester
2032-12-31,2316.1666952007786,1602.2759945285552,3163.977793497628,Westchester
2024-12-31,792.9351386580012,767.4863059301565,817.8729157224511,Delaware
2025-12-31,854.8148079569224,804.7700395111625,904.9259174257718,Delaware
2026-12-31,922.5835848253006,846.772841906614,1000.8713384654507,Delaware
2027-12-31,996.1908657337327,887.3097938236457,1105.2254522190938,Delaware
2028-12-31,962.1639207917246,812.5521181981329,1108.1509343481753,Delaware
2029-12-31,1024.0435900921207,831.5540838948853,1210.713211265841,Delaware
2030-12-31,1091.8123669603406,856.4240769992865,1319.8690141943973,Delaware
2031-12-31,1165.4196478682688,888.0625351724254,1434.4804203392243,Delaware
2032-12-31,1131.3927029270753,808.4780768159924,1450.5076447924669,Delaware
2024-12-31,712.0216149811204,704.1366343382219,719.8402984041367,Montgomery
2025-12-31,706.08972499339,698.2275096360504,714.1620622388812,Montgomery
2026-12-31,690.7679021877084,683.0662590361652,698.8317611923742,Montgomery
2027-12-31,666.1069086334786,657.7326861019807,672.9915364675927,Montgomery
2028-12-31,792.3659624731464,784.6616713413579,800.1622756041045,Montgomery
2029-12-31,786.4340724851517,778.45779071878,793.9789517160625,Montgomery
2030-12-31,771.1122496797382,763.3901882928593,779.0736541930269,Montgomery
2031-12-31,746.45125612473,738.9556291328502,753.9092618551555,Montgomery
2032-12-31,872.7103099649634,864.894113265958,880.4308735792652,Montgomery
2024-12-31,1622.8958672635172,1605.761267967143,1640.6601767466366,Richmond
2025-12-31,1654.840735066181,1618.8474000992662,1689.9564646553988,Richmond
2026-12-31,1668.8839470911844,1610.886158626124,1726.8797123274505,Richmond
2027-12-31,1665.1515926328339,1582.7756012640896,1747.1680940589488,Richmond
2028-12-31,1964.6712468108408,1852.6758245449591,2074.4198401521226,Richmond
