RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30
102001,0,United States,country,,1257.202580618273,1263.5610687210367,1272.2242709647537,1282.2364369178015,1291.7202804604315,1300.2878196944926,1306.130135238544,1309.4816877808207,1310.8965411602464,1310.8711017559363,1311.5178762098917,1312.7629335396787,1316.822336902731,1322.068574451367,1328.70902425097,1337.4482823607536,1346.3851788143202,1354.661215422412,1359.0346197793428,1360.8071128339752,1359.7799413631808,1357.9883677515268,1356.4653994257155,1356.5617115887926,1362.222277742387,1372.4734428091067,1385.8534522987313,1397.767180175013,1407.8384186601695,1415.7063166678765,1420.4818048446075,1421.9744469136394,1422.86497454046,1422.5857334793654,1423.4733298351116,1424.949152569101,1429.7075149047316,1437.4018277010664,1448.4503409354043,1459.6321484682185,1469.2821889553968,1476.5939207896818,1480.8769766025302,1483.3648275660114,1483.4292103863802,1483.9312114217555,1485.6007480414971,1488.346845954135,1493.16919315439,1500.7162042119935,1512.4133211352791,1524.1041177528966,1534.7477878016914,1542.231752570294,1546.9433159733603,1548.8802810118948,1549.2248794058376,1549.5990447457987,1550.6872504220187,1552.3601406017108,1557.8622548879584,1566.776983963327,1577.16816877502,1583.0745186947322,1589.3925268714138,1598.0095518412352,1611.733118887104,1623.9578071290969,1634.538892898903,1642.7928747250578,1649.5361027389592,1656.6758293392384,1667.7362110308056,1682.2877383301143,1699.6518019519986,1719.312959337846,1742.902119180035,1767.6558337191807,1791.2420465432497,1813.4120590444559,1831.9367839966,1846.1056872843549,1856.7793046467282,1867.9677909432908,1881.9585725173256,1899.93740653342,1919.7288847457353,1941.0437889387842,1959.9553217934497,1978.496841113058,1993.2308235819996,2004.3541947653293,2009.2135813197622,2011.677878508072,2011.026020928138,2013.8854636896217,2018.9598496183035,2028.5380628729035,2041.7396349692583,2055.716502010196,2069.0423144055503,2079.350520327467,2088.9974141905986,2096.585796651056,2100.7609018794788,2101.874357238437,2102.0635880105497,2104.7156837957677,2112.459300116305,2123.782659916887,2138.24741708584,2150.6857255552873,2161.6267391432566,2170.369521700261,2178.2390987940876,2184.116867696138,2186.742473776126,2187.718492822325,2191.077533040639,2195.3080306441116,2203.9570039566147,2213.5793407462293,2225.6222622632313,2235.2607852677843,2242.9200034086307,2248.1357771515068,2251.667219384111,2254.248463063286,2256.135794550915
394913,1,"New York, NY",msa,NY,1986.7780755133722,2009.2980490675168,2025.1355623522015,2036.9640076470243,2037.4063636896317,2050.228352289889,2055.3315157797424,2056.8405696873565,2058.3375250444433,2059.297615758498,2062.2217864274407,2067.1682831546946,2075.48054877899,2087.255061409331,2092.712586550761,2104.2511494466717,2111.254234071659,2116.2457943612,2119.6967561831157,2117.8677260133804,2118.2786293424933,2114.4658490086504,2124.4853055676417,2129.6219687807757,2145.2784675142398,2156.019930149917,2172.5695254770117,2184.901209457284,2196.8572479839463,2202.8209816342364,2208.383336043254,2202.1962889538654,2223.3386270195515,2232.276063167124,2233.6872110921877,2215.0821404401268,2214.1883356364074,2226.6430417912643,2238.7812176101174,2251.960216557294,2262.575333381709,2269.022683072744,2270.281296712682,2275.4296915322075,2277.8231189005533,2276.901868785422,2278.8683741384734,2278.6912347904035,2282.9921697725617,2297.6086071296827,2321.5383970387247,2339.7620474507326,2351.0457091292155,2357.6644281305016,2356.948315588092,2349.900061311888,2335.912456282211,2348.042228682536,2351.6933689213033,2369.221262811634,2367.4097047531195,2380.6990008464836,2396.6211648577682,2414.8771053108776,2429.4002725781997,2438.7557230747466,2448.58851294132,2454.7596253696847,2455.760991284341,2444.9686601458093,2460.8148946138576,2464.280268854925,2492.817419119745,2511.0744001967814,2552.9551306283383,2579.1547870447994,2594.641850268406,2616.3682742283067,2635.5788090574692,2654.8412850429067,2647.7617371471065,2663.5202252519043,2661.046502949846,2697.159599857011,2723.9727323939956,2770.723451427193,2802.324523636036,2833.5594312386506,2867.661131850708,2890.8101342178393,2916.177224843387,2930.5222419085153,2935.6289419389364,2929.1303635161858,2925.362825885787,2929.1052665190973,2943.182375465501,2974.638532837829,3018.9227176771965,3059.2138485013274,3080.775097636956,3083.6471021254456,3094.7309962335944,3100.0231078919355,3105.124166297517,3095.404818663813,3097.639927342776,3116.2663439509624,3148.722675291924,3175.3671708128645,3209.7763894239065,3222.1930778918163,3235.052602092037,3240.295733056588,3256.093227013882,3263.037324202873,3253.9915970850298,3244.9780707396303,3256.5982843309316,3291.1966221037787,3314.24616307344,3313.763261528637,3314.6373347157164,3333.005700820248,3362.852031904502,3380.9729003676134,3386.542150344471,3393.952757954892,3387.286958123413
753899,2,"Los Angeles, CA",msa,CA,2487.026416222222,2501.5260751826395,2520.4613298502036,2534.2553490595024,2556.7638368284825,2573.54852646164,2591.0305562528797,2598.198703116203,2609.1449873634574,2612.75604943181,2612.196475195178,2618.0504312902062,2631.694061088029,2651.4308662529866,2671.1397791688896,2686.8323428386,2716.6549961831897,2731.963805711924,2746.602264095921,2745.467142124048,2744.916322465318,2738.071746403306,2730.1724976849237,2729.8862662680667,2749.9635229324294,2778.7792766424427,2810.3681080402102,2835.1464745235326,2857.8773219780282,2868.7731343543337,2879.9390615808575,2880.921395681109,2885.7353867840243,2880.083064273719,2887.1056782638098,2890.813438186292,2907.355066386192,2921.2117968485018,2943.186262033567,2961.849537679199,2977.764797384433,2992.9347106793007,3002.318516282623,3005.772194512768,3008.156828966135,3014.3531154484494,3030.646202626514,3034.990853114775,3042.683249782363,3044.2918757621014,3071.5522466718953,3086.1217198211884,3112.9766383478536,3118.2727186339853,3128.8370960719226,3125.1772696950757,3126.7550498638275,3129.9807111509904,3136.302451152885,3143.0349536842496,3151.233458077485,3165.320332603298,3172.5627402966493,3166.069485336663,3164.9805207327645,3178.899134472133,3212.855815449284,3228.3329833665707,3242.229818280319,3244.9141125281894,3264.002578273672,3273.2539241973427,3304.4768172523027,3323.7609542583564,3363.784705034125,3384.3776642877197,3416.588787787039,3443.214954238213,3476.452651957208,3522.034770350765,3559.8852990653677,3585.398121021239,3606.6291764844796,3631.654577346434,3664.817764320341,3706.396493728316,3750.1502451333486,3793.8219550186277,3827.49067802151,3855.9839201438276,3881.936566163118,3890.014602489513,3895.0290224753608,3899.21221394102,3906.4092018431306,3903.0880643690566,3911.023689084049,3920.09966271054,3951.5423610055545,3980.094440428043,4006.912648674167,4031.6742044534203,4050.5862213041282,4070.4043626640378,4070.6530671791065,4069.002310963116,4071.257736674978,4083.179133568998,4104.148440566293,4126.111369594477,4149.730987152899,4169.09970160201,4180.309414832052,4197.499559121494,4214.741128124567,4224.7098258924125,4229.022313685984,4224.1223614968485,4234.314218780504,4239.8682968432095,,4383.680474317597,4440.389597595911,,4405.436685947352,4401.603671252201,4399.329103919933,4397.111909477831,4393.095307044647
394463,3,"Chicago, IL",msa,IL,1474.031178702428,1479.719211732198,1487.198250726949,1499.8790269126375,1511.409311481792,1521.8071377424817,1524.4136338707076,1524.8358410136093,1519.2492718934004,1511.401844444322,1507.4602821298117,1511.724558809298,1519.4871732218903,1527.0683191921712,1536.2019555549832,1545.5764541032718,1552.797166236164,1556.654249886454,1561.130279458374,1566.1362700152265,1562.2763824673914,1553.7325514064114,1545.928977448742,1539.4918769155736,1547.6199304747458,1557.6211067753597,1576.0771273001394,1589.5489519504708,1601.7961877531995,1607.8285791420985,1609.3813479738487,1605.2361678134628,1601.4286653613112,1592.7317053419129,1589.509466490581,1588.321296323924,1593.3830872547774,1601.7611219887385,1615.9329848494674,1633.2970762718633,1643.9606497059633,1649.1601428789215,1648.1002313548431,1648.3234923683483,1647.3937657218485,1644.4304618478359,1639.0081202237648,1633.9937672171984,1640.935351712212,1648.2855522357393,1663.7879063780485,1674.6355137309379,1687.5262167381968,1693.8217074235681,1697.205739770561,1696.8770967110577,1695.1635449511655,1690.5311155756992,1686.4527032471265,1683.319376744959,1686.7029768909347,1698.3741437488552,1713.4074960910784,1724.245125693836,1728.8684016251364,1735.5947213146833,1744.9315452600085,1755.9147459170943,1756.8836959657012,1756.7926998737714,1756.1898032231331,1763.7125039224254,1775.6896901994974,1788.076496466719,1802.7384238383938,1817.7922739615206,1839.7840812376828,1859.7765622517163,1876.3075797009205,1889.1513523311532,1906.277449369748,1917.4877761365474,1927.1489673128474,1930.235408700513,1932.288637592619,1939.1363302106295,1959.0129039301228,1986.351691828277,2016.5732656503608,2034.004506129486,2049.944264079362,2059.7715795834283,2065.4321108090603,2069.2118524118864,2064.5765781282494,2073.1295210647595,2083.656001142807,2099.107772262073,2110.5939346947607,2129.003334034936,2148.712939043554,2170.784535151673,2183.3535039460703,2195.6311530304374,2198.506626393201,2202.8546859717317,2208.856992097689,2220.62088566682,2235.818014576071,2247.9097221804614,2265.1321667021202,2284.154649840438,2301.810969690545,2313.910317810447,2327.7184488623275,2342.2966128949256,2353.1807916905414,2358.0486229758644,2361.0419817217357,2371.8952655402927,2380.6114254770678,2402.3214130128217,2414.9554368458557,2429.701845046899,2440.9175755856936,2452.822711911389,2471.821182962415,2476.4898730959408,2482.1601147592078
394514,4,"Dallas, TX",msa,TX,1378.692471131535,1387.1070374858843,1397.0071926636892,1410.435866595047,1422.9748049223003,1433.977707681459,1443.1352477384885,1446.246207975799,1446.8569197969189,1446.4611614174223,1446.7941535581806,1448.8335218509571,1450.9547572470897,1460.308790894235,1470.8113142888435,1484.1215785505804,1494.5285842756768,1504.0401279979646,1510.4881102836102,1513.5983262071225,1512.7651887913291,1509.8844788698,1506.8677457473489,1506.6988384005572,1514.2412068913509,1524.4650424247204,1539.7717593799114,1551.8611154485002,1564.68845826979,1571.8366689345212,1577.4275070417104,1580.020190614918,1579.5449377867435,1578.3319511081859,1577.8102759459007,1580.798237095941,1586.4804102457217,1594.502874915598,1602.769103863798,1613.7217576895769,1621.3861668481004,1631.0583632506514,1632.5863421024683,1635.1427369478477,1635.187119025877,1635.9415820309034,1634.1623571762175,1635.4185054648815,1641.3680935971151,1649.2067551846053,1659.243549864056,1669.4870765252401,1682.4424674120955,1689.1647245362883,1691.6594941912879,1691.4722468041957,1690.9853492004324,1692.8060413288883,1695.9050988873953,1694.6064114388262,1697.2920314194762,1701.0296242725296,1713.4302831563284,1718.6897619981187,1725.8262912411476,1734.2511078718255,1746.7291009009275,1756.8211095638826,1764.428961568627,1773.616562129028,1783.3480831159445,1793.5317748211683,1806.3331200063185,1820.9673968940426,1838.9914121876038,1860.7532359000245,1889.183200087325,1919.565090212702,1947.3287576402752,1972.0919365556583,1993.8948110518622,2014.480169482378,2024.8936280965786,2032.8402916464509,2043.52655256305,2063.239596882886,2085.442939075925,2107.946252423899,2131.0927897064125,2157.9476871032125,2176.442128951487,2186.8165047354128,2188.3176810868936,2191.4907704109,2194.583041803492,2197.006180768288,2200.323711153845,2206.3558199623585,2218.7798923785776,2228.6783200118134,2242.077093258187,2253.417892090993,2264.869975105298,2269.663547098324,2267.4144223704275,2261.3880249450394,2261.273043696746,2261.4562137734474,2268.775804522328,2275.4804420757077,2291.806590273902,2303.4034134948256,2309.768680092713,2316.6070844131514,2319.944834509452,2323.519266499442,2319.551121466081,2313.983732846562,2309.3151908177124,2305.866008240395,2311.7245457285694,2324.6835596505443,2337.744217497469,2347.634240988744,2350.9124734132215,2353.1556929070593,2350.2284647232077,2342.3706763276214,2341.1530572401166
394692,5,"Houston, TX",msa,TX,1530.7014397096746,1534.8197345351493,1542.771376360742,1553.8218916827038,1566.144604600287,1576.6423900698471,1579.2531166230028,1578.5559956175277,1573.8441014767602,1569.941351616805,1566.5664552158182,1561.9643420236353,1563.2536121765197,1563.3394790263178,1569.1692968552181,1571.6812556338493,1576.2362514376157,1580.410114081289,1580.007933858102,1577.4042233420066,1569.228222543771,1561.4757520116934,1551.440500852988,1546.121904236255,1549.3920033221962,1561.5338359403627,1573.8730652116496,1582.9092696034718,1589.7816890668748,1595.0765654262186,1596.5505864999152,1595.9648841800029,1601.6588006178567,1608.175661341682,1613.3660993206806,1612.4854404967516,1616.8952213479565,1622.2777979623409,1629.4777931278365,1633.9763031539799,1640.2934424547316,1647.0960783003409,1647.0562989767996,1646.8573394509149,1642.9420456983712,1641.5220521307274,1636.8380107687922,1635.8439650786795,1638.317148434342,1645.0395525459194,1654.548610526433,1665.7144008257512,1676.2142167730115,1682.3534436794307,1683.6617905006367,1681.379351088973,1680.854768465191,1680.126361180666,1679.3782964166317,1678.1240236377746,1682.7038333418275,1689.3496006325645,1697.275182372881,1696.859546293354,1700.4235438723586,1704.1298829171712,1716.4571088117302,1727.7844966139075,1737.1001049858994,1744.442865496691,1748.0759715015986,1754.8350724733161,1767.7514635662321,1781.6278089333525,1794.8841900897405,1808.8879705497716,1828.9601890089052,1851.8017580428116,1864.2420108835913,1879.50705045459,1887.2576428797904,1903.2228198380399,1908.9803226082718,1919.3094970384507,1927.8111082870198,1943.043755262477,1953.716919171527,1966.9997061998079,1978.3346398652084,2000.4962797460591,2014.3914974107508,2025.6480525819172,2026.861756799932,2031.0200067393814,2027.8810313746178,2029.0694582302785,2030.4663163123748,2041.5708442400328,2052.5689390520724,2063.442686019503,2075.176051741247,2089.199969208781,2103.2678405464817,2110.7352421909436,2109.8010431917355,2106.720829198852,2103.1174975921535,2105.672010073993,2109.8759563964886,2122.6993798912363,2130.088135593859,2141.459170011807,2147.4228113042486,2158.965224579203,2165.4391177472257,2172.116282655477,2171.801579376068,2170.0769053312715,2170.1859151725735,2173.257542650785,2177.168292670705,2181.79175528743,2191.2606740843403,2200.039552282275,2204.886043742888,2202.866576833547,2202.8192896547575,2202.6786516792317,2202.5122369076885
395209,6,"Washington, DC",msa,VA,2066.7942042419754,2080.8390221138366,2097.7313770049896,2109.3332507253526,2117.131331785484,2127.03255472637,2130.9454642243977,2128.293834512358,2127.211937964271,2119.868729195185,2119.175067350764,2114.548623790474,2121.202330893647,2130.829931613586,2142.4285907153185,2150.015070579851,2159.4668085623516,2167.726459480706,2176.2860895252356,2177.954083350772,2169.6534144566563,2163.2192276436886,2154.863593699451,2153.293602234142,2159.190230057049,2173.7308146306614,2193.475513502454,2208.323434221225,2218.2642478477533,2226.399407585957,2228.967865311659,2227.088121534726,2223.8264132571308,2216.7508686647852,2212.4420901910403,2213.7690810189088,2221.5279339562367,2231.1519783708554,2242.3699782302124,2257.083141174649,2271.1010762179126,2280.1611361977953,2284.079335140249,2286.5449464149838,2282.56361869601,2275.6471697085767,2273.7093832873993,2272.9061495501337,2277.330934514292,2287.8974466321088,2307.6212481521575,2327.0596967166184,2338.874355846781,2345.2958705164374,2347.6345329139945,2350.7408934646905,2352.7958562622,2350.115658327735,2342.832067268017,2333.657956930557,2339.5324696583803,2350.979731679964,2374.6871559315036,2388.4971192296834,2402.283563565981,2407.0961222092365,2417.5686406625828,2426.6447229599053,2436.4918501749244,2433.0062090256783,2433.1812280291297,2429.678855877202,2442.344269574453,2449.335645970994,2471.4762295491473,2493.9190419449237,2525.4334967689697,2546.4586802139847,2567.0455599391853,2581.8233053942367,2597.0627581755625,2606.6332532835563,2613.9189000864567,2614.618659042817,2626.088002982013,2645.4846557831634,2671.778492607264,2702.592441930116,2726.2081813357713,2749.9482641876248,2764.434757093906,2773.3064691515224,2782.9189328831153,2780.752499252645,2782.0116146349947,2786.9265708956937,2797.3400270269594,2813.6932172852344,2828.3083044412588,2850.2274122062277,2872.553023963319,2896.3966578083973,2915.3228922321628,2929.778962508205,2934.013208540895,2939.7483845865813,2942.2693398934152,2945.692109230359,2948.3122544287094,2963.2247996006417,2987.6918744236577,3018.3185203110124,3039.3492198521108,3062.4750220080846,3077.067156246169,3088.841348730014,3088.498778956941,3084.5250758125476,3088.920386760917,3085.3427045057447,3104.109231695745,3120.6414800981834,3156.025912544175,3164.5865729781003,3172.2974968402136,3176.349298111368,3190.664332615202,3196.99795357043,3198.9987850599828
394974,7,"Philadelphia, PA",msa,PA,1322.8253077134323,1330.4754626982228,1342.632184955771,1348.8140026440583,1355.574697024407,1358.657127598874,1363.4552347709434,1364.0283477531113,1365.0800635775734,1363.9235611029267,1360.6393345553329,1359.752919272221,1361.4120020565845,1368.777695410652,1377.6937687000616,1388.1887498660653,1396.061516982328,1403.063522077003,1404.1386076030449,1404.7750002829816,1399.8664337262517,1398.8510051185087,1401.4316405342936,1405.912235599101,1411.6697491879581,1418.5086196699274,1429.543724932227,1439.1378791557077,1445.2062989394462,1444.9226231848363,1445.9100886255326,1447.2905317156121,1450.6759127523678,1453.5719303466267,1455.1872489315956,1457.1961835316717,1456.6333711691173,1461.7419024016385,1473.7724722948844,1486.2951266004616,1497.8331622741982,1501.5374062140315,1500.652776524282,1498.1461713853637,1500.2897640318652,1505.1328372262055,1510.559829864808,1510.2378061360946,1515.0583060246809,1522.3901328693407,1532.977689460181,1543.9916345723611,1551.7239963703591,1559.4798858125775,1561.351531554687,1561.7222449832225,1561.8575698536233,1567.0459359798708,1569.6414057299241,1574.4444732102022,1576.6253399256925,1585.4583668630185,1595.150615381194,1601.017322462865,1607.8920947306638,1614.023794426886,1626.4285781324836,1634.9127668558785,1644.1390337794953,1648.9944262855245,1653.507181140388,1661.0592052865484,1673.7954670971128,1688.4370973829225,1696.7884729845441,1711.3842680718283,1727.4506872669128,1743.7424201063047,1757.0354942352042,1771.4408831168248,1773.7498826046938,1786.4902453335364,1799.8507474546277,1825.4810211618524,1839.1213932969554,1848.0718037396641,1862.5298615545091,1875.9774985883978,1892.0619171646108,1906.08989896104,1919.4918409904924,1931.3800013088378,1938.7963033217204,1940.6303550552873,1944.1633254411474,1942.7334775466572,1951.506637391186,1961.174297529513,1977.8661486164972,1989.9653969906155,1997.5635067377937,2004.6389898578846,2012.0345623207716,2019.3185690425275,2033.4883766056807,2050.7023477812554,2061.998763500578,2063.764887613562,2064.921445459952,2073.510772604939,2088.1916793079013,2099.493104797312,2110.5796325966935,2116.15127359015,2118.940830476618,2128.6293982163934,2142.0229775155285,2156.9100096784423,2167.6865979068402,2178.518487067739,2186.0999021647444,2194.939877310285,2190.493882659794,2194.853346837827,2197.124910274381,2204.998687976487,2216.4825992120464,2221.035512295104,2231.8344681723074
394856,8,"Miami, FL",msa,FL,1727.2696310396743,1732.503179537167,1743.6795533221732,1752.8806020104032,1760.8180387532552,1767.7400994819943,1778.5896232693049,1789.6440245369363,1802.0040349899991,1809.7204386630965,1822.5104317109806,1826.980662381342,1834.832699790251,1831.7538975495222,1835.641726712039,1836.8858884258543,1845.1969536971228,1846.1440500463475,1851.2456264482355,1854.5762478446927,1863.9610257228946,1867.8765835710992,1874.5436762648378,1874.4490095874842,1879.6042585018865,1887.215317468938,1900.6571082068626,1907.99597885629,1911.1255033722518,1915.372208120605,1924.7346009353842,1932.7101814303303,1938.2613876671894,1944.7979628765338,1948.655754957007,1954.6647829457017,1957.3186464194987,1963.1346717802292,1968.0748606209238,1976.7952570294133,1984.050129546347,1990.048974868123,1993.3285637239685,2001.115490812483,2008.4673707894965,2018.796385698089,2023.7209969642129,2023.5274612928729,2022.962980875961,2027.2485374284672,2039.0200462880348,2045.457854115476,2051.757945190919,2058.7472275548694,2066.493685006459,2071.4060527049146,2079.2660674595545,2092.5458261863337,2105.695220477381,2111.674013585361,2109.5101231549497,2113.765423263142,2116.502232149408,2119.0272292941804,2117.850914317165,2128.036172828655,2147.4658536176207,2167.5637668125823,2190.9974969800983,2225.243650692086,2255.3864742477053,2279.189944806038,2285.795193189149,2301.9316120521353,2313.938062599236,2344.160153880365,2379.637582992175,2437.3128692706473,2500.4492973863316,2568.756981196103,2637.844120453413,2686.6851348686273,2747.9047977777063,2796.909466704733,2851.807657941369,2887.876100454638,2934.356388891678,2994.0552068029574,3058.4646041783935,3110.2184196883436,3141.8371193137677,3161.054420950133,3166.0853583000953,3179.9654856735438,3188.0151691676883,3193.63563756007,3184.5925163594447,3178.961904853593,3185.6488225503626,3203.2589697598505,3224.536341729361,3248.3613098823394,3258.050770298501,3268.412340124087,3277.578110466562,3300.4307452516978,3311.477382911697,3305.8719204011195,3297.120451100972,3303.895754532747,3319.2646379484863,3336.842373296982,3344.1899394332945,3351.7526457534227,3362.681221551938,3376.4977071992557,3386.584777586726,3383.157174955076,3390.9850346106405,3398.528041645393,3402.4874332594623,3405.23437216876,3415.2590367578123,3427.530902072722,3426.5379394173965,3427.527955392638,3431.4869569670204,3428.9767701147684,3418.8076474421123
394347,9,"Atlanta, GA",msa,GA,1116.1600991556002,1121.7487034560554,1124.8357835239492,1134.8783972271003,1143.3089181412054,1155.94810801719,1162.4358371086028,1165.5086635250996,1165.2400158897271,1164.808755229189,1164.414477186692,1168.221459227287,1173.953095310667,1182.6004356438214,1189.003129384458,1196.7389163063071,1206.2768954457874,1216.8378188689549,1225.4781222396746,1229.063710013225,1228.254331066378,1227.7172283593827,1227.2035135770168,1229.8668121838577,1234.8850648712555,1244.3571161493135,1256.6992974907405,1269.3040608583042,1281.6973755473211,1292.2095928831343,1301.8111911132175,1304.340678591576,1306.3175429754451,1302.464112858903,1307.7139188469016,1309.388168129252,1317.6653407954723,1322.8642681113852,1336.2922008071375,1348.0565639983686,1360.76926400266,1367.4345111531527,1372.6339516458393,1374.1608972265003,1375.6421665883618,1379.286072165434,1384.3907863429604,1389.1514921791418,1394.6998755568723,1402.1133667736376,1414.5027466210208,1427.2770429106608,1439.2334738789373,1449.4385751473108,1454.9164801525135,1457.9864194360036,1459.1232115915273,1461.1542077734603,1463.9403223377606,1466.1645572167458,1470.574511431626,1479.7505126773517,1492.7750458752716,1503.6065513762699,1514.1456993462095,1526.7833741076936,1543.094696958922,1560.0340434653067,1575.1038530381531,1589.5032050520665,1600.4640194362826,1611.0897327715538,1625.704014062157,1646.1899114517548,1669.1099429790215,1696.1562353059335,1722.7958454663587,1753.1110663322625,1779.9717121316392,1812.6926421959397,1837.2818160410463,1860.270378649744,1870.726948485903,1878.8311922247678,1886.2001505029218,1896.4499086001774,1912.3671411310713,1927.259621784693,1947.328340280924,1970.0798923682044,1996.1463128957555,2013.7425704085304,2023.7183706071512,2026.8311461293194,2026.4994290392535,2034.6536643723196,2035.6507070646742,2042.6804245544674,2047.0806191021225,2055.5898161172477,2064.2250703549157,2068.40313752945,2077.3708735844803,2082.721289023132,2086.5045965671247,2078.875066476876,2071.9290262867416,2071.4629457482365,2087.7226717133335,2107.893828339833,2122.8360201349933,2129.4384834328353,2131.6258324647433,2141.644970849266,2150.7543579625135,2160.151707201346,2159.023704645615,2159.6595138617636,2161.7601226830516,2169.3273062128933,2177.176928718258,2191.645306585495,2199.897224960168,2210.8030550584476,2213.672456579202,2219.6567158270395,2226.454658266886,2234.0742774849746,2240.962649542064
